disease,relation,object
脑干肿瘤,描述,脑干肿瘤以神经胶质细胞瘤多见，其次是血管网状细胞瘤和海绵状血管瘤
脑干肿瘤,病因,尚不清楚
脑干肿瘤,主要症状,颅内压增高，恶心，头痛，眩晕
脑干肿瘤,治疗方法,手术治疗，放射性治疗，药物治疗
脑干肿瘤,传染性,无传染性
膀胱肿瘤,发病部位,膀胱
膀胱肿瘤,描述,膀胱肿瘤是泌尿系最常见肿瘤
膀胱肿瘤,预防,加强劳动保护，减少外源性致癌物质的接触，平时多饮水及时排尿
膀胱肿瘤,病因,尚不清楚，可能与化学致癌物质有关
膀胱肿瘤,主要症状,腹部肿块，排尿疼痛，尿频，膀胱刺激症状
膀胱肿瘤,治疗方法,手术治疗，药物治疗，支持性治疗
膀胱肿瘤,传染性,无传染性
脾动脉瘤,发病部位,动脉
脾动脉瘤,描述,脾动脉瘤是内脏动脉中最常见的动脉瘤
脾动脉瘤,预防,早发现、早诊断、早治疗
脾动脉瘤,病因,脾动脉中层组织及弹力纤维层的萎缩和缺损
脾动脉瘤,主要症状,肝脾肿大，腹水，上腹部疼痛，恶心呕吐
脾动脉瘤,治疗方法,手术治疗，康复治疗，支持性治疗
脾动脉瘤,传染性,无传染性
脾囊肿,发病部位,脾脏
脾囊肿,描述,脾脏组织的瘤样囊性病变
脾囊肿,预防,健康饮食，加强锻炼
脾囊肿,病因,寄生虫
脾囊肿,主要症状,上腹不适，便秘，消化不良
脾囊肿,治疗方法,手术治疗，药物治疗
脾囊肿,传染性,无传染性
脑胶质瘤,发病部位,大脑
脑胶质瘤,描述,脑胶质瘤是由于大脑和脊髓胶质细胞癌变所产生的原发性颅脑肿瘤
脑胶质瘤,预防,远离致癌因素
脑胶质瘤,病因,遗传因素，化学因素，放射性射线辐射
脑胶质瘤,主要症状,脑积水，持物不稳，精神障碍，共济失调，颅内压增高，感觉障碍
脑胶质瘤,治疗方法,以外科手术为主的综合性治疗
脑胶质瘤,传染性,无传染性
前列腺囊肿,发病部位,前列腺
前列腺囊肿,描述,前列腺囊肿是由于前列腺腺体先天性或后天性原因而发生囊样改变
前列腺囊肿,预防,注意个人清洁卫生，保持心情舒畅，不久坐
前列腺囊肿,病因,前列腺腺体在胚胎发育期内受到障碍，内分泌失调
前列腺囊肿,主要症状,尿频，脓尿，血尿，男性小腹痛
前列腺囊肿,治疗方法,药物治疗，支持性治疗，康复治疗
前列腺囊肿,传染性,无传染性
肠系膜囊肿,发病部位,肠系膜
肠系膜囊肿,描述,肠系膜囊肿系肠系膜淋巴管膨大，囊肿化
肠系膜囊肿,病因,先天性原因，创伤，感染
肠系膜囊肿,主要症状,腹部肿块，胀感，腹痛，恶心
肠系膜囊肿,治疗方法,手术治疗，药物治疗，康复治疗
肠系膜囊肿,传染性,无传染性
胃神经纤维瘤,发病部位,胃
胃神经纤维瘤,描述,胃神经纤维瘤属神经源性肿瘤
胃神经纤维瘤,预防,保持良好心态，健康饮食，多运动
胃神经纤维瘤,病因,尚不清楚
胃神经纤维瘤,主要症状,周期性疼痛，消化不良，食欲减退
胃神经纤维瘤,治疗方法,药物治疗，支持性治疗，手术治疗
胃神经纤维瘤,传染性,无传染性
胃神经纤维瘤,多发群体,中年人
胃溃疡,发病部位,胃
胃溃疡,描述,胃溃疡是指发生在胃角、胃窦、贲门和裂孔疝等部位的溃疡，是消化性溃疡的一种
胃溃疡,预防,注意饮食卫生，加强身体素质
胃溃疡,病因,幽门螺杆菌感染，药物因素，饮食问题，遗传因素
胃溃疡,主要症状,上腹部疼痛
胃溃疡,治疗方法,药物治疗，康复治疗
胃溃疡,传染性,无传染性
乳腺纤维肉瘤,发病部位,乳腺
乳腺纤维肉瘤,描述,乳腺纤维肉瘤在乳腺肉瘤中较为常见
乳腺纤维肉瘤,预防,养成良好作息，适量运动，避免过度刺激
乳腺纤维肉瘤,病因,尚不清楚
乳腺纤维肉瘤,主要症状,泌乳障碍，结节，乳房肿块
乳腺纤维肉瘤,治疗方法,手术治疗，药物治疗，支持性
乳腺纤维肉瘤,传染性,无传染性
神经系统先天性疾病,发病部位,神经系统
神经系统先天性疾病,描述,神经系统先天性疾病是胚胎发育期多种致病因素引起的获得性神经系统发生或发育缺陷性疾病
神经系统先天性疾病,预防,注意妇婴围生期保健和新生儿喂养护理
神经系统先天性疾病,病因,尚不清楚，可能与胚胎发育受到致畸因素有关
神经系统先天性疾病,主要症状,颅骨和脊柱畸形，神经组织发育缺陷，代谢功能障碍，言语功能发育不全
神经系统先天性疾病,治疗方法,药物治疗，康复治疗
神经系统先天性疾病,传染性,无传染性
神经系统先天性疾病,别称,神经系统发育异常性疾病
神经系统先天性疾病,多发群体,胎儿
胰多肽瘤,发病部位,胰脏
胰多肽瘤,描述,胰多肽瘤是消化道内分泌肿瘤之一，主要发生在胰腺内分泌细胞中含有胰多肽的细胞
胰多肽瘤,预防,早发现、早诊断、早治疗
胰多肽瘤,病因,胰多肽分泌过多
胰多肽瘤,主要症状,腹痛，体重减轻，腹泻，腹水
胰多肽瘤,治疗方法,手术治疗，药物治疗，支持性治疗
胰多肽瘤,传染性,无传染性
十二指肠溃疡,发病部位,十二指肠
十二指肠溃疡,描述,十二指肠溃疡由于多种因素引起的十二指肠黏膜层和肌层的缺损
十二指肠溃疡,预防,戒烟，控制饮食
十二指肠溃疡,病因,胃酸过多，遗传因素，环境因素，精神因素
十二指肠溃疡,主要症状,剑突下持续性疼痛，可被制酸剂或进食缓解
十二指肠溃疡,治疗方法,药物治疗，支持性治疗，手术治疗
十二指肠溃疡,传染性,无传染性
十二指肠腺癌,发病部位,十二指肠
十二指肠腺癌,描述,十二指肠腺癌指起源于十二指肠黏膜上皮的癌
十二指肠腺癌,预防,早发现、早诊断、早治疗
十二指肠腺癌,病因,尚不清楚
十二指肠腺癌,主要症状,上腹不适，钝痛，恶心，厌食
十二指肠腺癌,治疗方法,手术治疗为主，其他如化疗、对症处理
十二指肠腺癌,传染性,无传染性
食管类癌,发病部位,食道
食管类癌,描述,食管类癌是起源于消化道嗜铬细胞的分化良好的神经内分泌肿瘤
食管类癌,预防,健康饮食，定期体检
食管类癌,病因,尚不清楚，可能与饮食相关
食管类癌,主要症状,吞咽时胸骨后不适或噎痛感
食管类癌,治疗方法,手术治疗，药物治疗，支持性治疗
食管类癌,传染性,无传染性
食管类癌,多发群体,男性
食管囊肿,发病部位,食道
食管囊肿,描述,食管囊肿是较少见的食管良性肿物，是胚胎期的残余组织
食管囊肿,预防,早发现、早诊断、早治疗
食管囊肿,病因,病因不清，或为先天性发育畸形
食管囊肿,主要症状,胸痛，呼吸困难，吞咽困难，囊肿
食管囊肿,治疗方法,药物治疗，支持性治疗
食管囊肿,传染性,无传染性
输尿管肿瘤,发病部位,输尿管
输尿管肿瘤,描述,输尿管肿瘤按肿瘤性质可分为良性和恶性
输尿管肿瘤,病因,尚不清楚
输尿管肿瘤,主要症状,腹部肿块，输尿管痉挛，血尿，腹痛
输尿管肿瘤,治疗方法,手术治疗，药物治疗，支持性治疗
输尿管肿瘤,传染性,无传染性
脑萎缩,发病部位,大脑
脑萎缩,描述,脑组织本身发生器质性病变而产生萎缩
脑萎缩,预防,早发现、早诊断、早治疗
脑萎缩,病因,遗传因素，脑外伤，脑卒中，脑炎
脑萎缩,主要症状,痴呆，记忆力障碍，口齿不清
脑萎缩,治疗方法,药物治疗，康复治疗
脑萎缩,传染性,无传染性
糖尿病性视网膜病变,发病部位,视网膜
糖尿病性视网膜病变,描述,糖尿病性视网膜病变是一种具有特异性改变的眼底病变，是糖尿病的严重并发症之一
糖尿病性视网膜病变,预防,控制糖尿病的发展
糖尿病性视网膜病变,病因,胰岛素代谢异常
糖尿病性视网膜病变,主要症状,微动脉瘤，出血斑点，黄斑水肿
糖尿病性视网膜病变,治疗方法,药物治疗，手术治疗
糖尿病性视网膜病变,传染性,无传染性
糖尿病性视网膜病变,别称,糖尿病视网膜病变
胆囊炎,发病部位,胆囊
胆囊炎,描述,胆囊炎是细菌性感染或化学性刺激引起的胆囊炎性病变
胆囊炎,预防,健康饮食，保持良好生活习惯
胆囊炎,病因,免疫低下，结石梗阻
胆囊炎,主要症状,右上腹剧痛或绞痛
胆囊炎,治疗方法,药物治疗，支持性治疗
胆囊炎,传染性,无传染性
肺不张,发病部位,肺
肺不张,描述,肺不张系指一个或多个肺段或肺叶的容量或含气量减少
肺不张,预防,忌烟，增强体质
肺不张,病因,支气管腔内阻塞
肺不张,主要症状,胸闷，气急，呼吸困难，干咳
肺不张,治疗方法,物理治疗，手术治疗
肺不张,传染性,无传染性
心脏肥大,发病部位,心脏
心脏肥大,描述,心脏的体积增大
心脏肥大,预防,健康生活，保持身体健康
心脏肥大,病因,高血压，扩张性心肌病
心脏肥大,主要症状,胸闷，心律失常
心脏肥大,治疗方法,物理治疗，药物治疗
心脏肥大,传染性,无传染性
胸腔积液,描述,指胸膜腔内液体积聚过多
胸腔积液,预防,健康生活，保持身体健康
胸腔积液,病因,炎症，恶性肿瘤，创伤等
胸腔积液,主要症状,胸闷，呼吸困难，胸痛
胸腔积液,治疗方法,药物治疗，手术治疗
胸腔积液,传染性,无传染性
肺浸润,发病部位,肺
肺浸润,描述,肺浸润是一种比空气密度大的物质，如脓液、血液或蛋白质，滞留在肺实质内
肺浸润,预防,健康生活，保持身体健康
肺浸润,病因,炎症，细菌感染等
肺浸润,主要症状,胸痛，咳嗽，咳痰
肺浸润,治疗方法,药物治疗
肺浸润,传染性,无传染性
肺肿块,发病部位,肺
肺肿块,描述,指影像学上肺内直径>3cm的类圆形的肺部阴影
肺肿块,预防,保持健康体质
肺肿块,病因,肺部感染、肺部肿瘤、肺结核等疾病导致
肺肿块,主要症状,呼吸困难，咳血，胸痛
肺肿块,治疗方法,药物治疗，手术治疗
肺肿块,传染性,无传染性
肺结节,发病部位,肺
肺结节,描述,指影像学上肺内直径≤3cm的局灶性、类圆形的、密度增高的实质性或亚实质性的肺部阴影
肺结节,预防,忌烟，增强体质
肺结节,病因,肺部感染，慢性刺激
肺结节,主要症状,胸闷，乏力
肺结节,治疗方法,药物治疗，手术治疗
肺结节,传染性,无传染性
肺炎,发病部位,肺
肺炎,描述,肺炎是指终末气道、肺泡和肺间质的炎症
肺炎,预防,注防寒保暖，增强体质
肺炎,病因,细菌感染
肺炎,主要症状,咳泡沫黏液痰，呼吸困难，咳嗽，胸痛
肺炎,治疗方法,药物治疗，支持性治疗
肺炎,传染性,无传染性
气胸,发病部位,肺
气胸,描述,气体进入胸膜腔，造成积气状态
气胸,预防,忌烟，避免剧烈运动
气胸,病因,胸部损伤，肺部疾病，肺大疱
气胸,主要症状,胸痛，呼吸困难
气胸,治疗方法,支持性治疗，手术治疗
气胸,传染性,无传染性
